place_id,restaurant_name,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,collected_at,data_source
ChIJaYIUUk9u5kcRfAhRNL_ZJgw,Pink Mamma,jonathan dadoun,https://www.google.com/maps/contrib/111592858541079618645/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocJsu8D1Wm_WXuG5j4g-6vblQDTDizHk6yoYOToetLk9jR7Mhg=s128-c0x00000000-cc-rp-mo-ba4,4,il y a une semaine,"Tout était très bon et nous étions assis devant la cuisine, ce qui offrait un très beau spectacle. En revanche, nous avons eu un peu chaud, les chaises n’étaient pas très confortables et il était difficile de s’entendre à cause du bruit. Pensez à réserver, sinon vous risquez de faire la queue. Malgré ces points de confort, le repas était vraiment excellent. C’est une très bonne adresse : je mets 4 étoiles uniquement pour le confort, car côté cuisine c’était un sans faute.",1755954379,2025-09-02T18:02:59.881092,google_places
ChIJaYIUUk9u5kcRfAhRNL_ZJgw,Pink Mamma,Elise Marc,https://www.google.com/maps/contrib/107103317416142156440/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjVKp3kDePCdhO-Nft5OdyMA9Q9Qe4IoddH818Ki7e3bx5CLswK3=s128-c0x00000000-cc-rp-mo-ba2,4,il y a un mois,"Très bonne adresse avec un cadre magnifique et un service très agréable, je conseille de réserver avant  pour avoir une table. Les prix sont plutôt élevés même si c'est très bon mais je pense que le cadre y est pour quelque chose aussi. 🤷‍♀️",1753353794,2025-09-02T18:02:59.881098,google_places
ChIJaYIUUk9u5kcRfAhRNL_ZJgw,Pink Mamma,Chantal,https://www.google.com/maps/contrib/114833023260189134782/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocLFCA7gY5OXvc0-G-yAfB9qfB9neJ-A-NUKnNGP9QM_cJF9lw=s128-c0x00000000-cc-rp-mo,5,il y a un mois,"Après une soirée au Moulin Rouge, j’ai eu le plaisir de dîner chez Pink Mamma. Quel endroit magnifique ! Le décor est chaleureux, on s’y sent bien tout de suite. J’y ai mangé de délicieuses pâtes à la truffe, un vrai bonheur pour les papilles… Le service était attentionné malgré le monde. Pensez à réserver, c’est très demandé et je comprends pourquoi ! Une belle adresse italienne que je n’oublierai pas.",1752186455,2025-09-02T18:02:59.881102,google_places
ChIJaYIUUk9u5kcRfAhRNL_ZJgw,Pink Mamma,Dimitry Santinho,https://www.google.com/maps/contrib/108395291749871437733/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjUKZfSa6ccpRZTl6jXUMmRNmSmGAx9FHgKZJSVrNRPaIyyrVn0=s128-c0x00000000-cc-rp-mo-ba4,5,il y a 5 mois,"Restaurant typique avec beaucoup de charme
Accueil chaleureux et service rapide
Très bonne carte , plats cuisinés devant nous.
Tiramisu maison exceptionnelle.
Nous sommes venus avec nos 3 enfants de 5 à 11ans, ils ont adoré l’expérience.
Cocktails très bons",1743683834,2025-09-02T18:02:59.881107,google_places
ChIJaYIUUk9u5kcRfAhRNL_ZJgw,Pink Mamma,Jessica Marin,https://www.google.com/maps/contrib/117623497305275339547/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocKiaEabBbLCkjagwLWVzwx8Ta8Tkpz3d6ZeuRKAF4VPUak6Hw=s128-c0x00000000-cc-rp-mo-ba3,4,il y a une semaine,Toujours un plaisir de venir chez vous un régal est le personnel toujours souriant et agréable au petit soin . Le petit moins la pizza de mon coeur était plus grande et plus garni avant mais reste assez bonne je la préfère au libertino du coup .,1755620463,2025-09-02T18:02:59.881110,google_places
ChIJR4kFR0xv5kcR-x6duNRh3uE,Sphère,Cathy,https://www.google.com/maps/contrib/106954291560550499291/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocIzmZMcnndgcvaMEYV7Slb6I4nF96QUCFo-OORMFnxyJsq9wg=s128-c0x00000000-cc-rp-mo-ba2,5,il y a 3 semaines,"Nous venions fêter un événement personnel et une attention particulière nous attendait au moment du dessert qui nous a énormément touché.
Le cadre est agréable zen et chic les tables sont bien espacées.
Le menu en 4 temps nous a fait voyager visuellement gustativement.
Viviane nous a guidé merveilleusement bien tout en restant discrète.
Nous avons passé un excellent moment",1754600380,2025-09-02T18:02:59.881132,google_places
ChIJR4kFR0xv5kcR-x6duNRh3uE,Sphère,Mathieu Fosti Mela,https://www.google.com/maps/contrib/113843537266116716956/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocKgfsfSJBEP3mwu1Ii0Q7fZRMmP8kYmMc5WReZt4ZAxeCINYw=s128-c0x00000000-cc-rp-mo-ba3,5,il y a 3 semaines,"Belle surprise que ce restaurant, à la décoration soignée et au service globalement impeccable, même si parfois un poil distant, ce qui n’est pas déplaisant quand on cherche un peu de calme. Les plats se distinguent par leur finesse et une belle maîtrise technique, rien à redire sur la qualité ni la créativité. La carte des vins et champagnes, bien pensée, propose de jolies accords pour sublimer le repas. Une adresse que je recommande sans hésiter, pour ceux qui aiment savourer avec élégance.",1754900616,2025-09-02T18:02:59.881135,google_places
ChIJR4kFR0xv5kcR-x6duNRh3uE,Sphère,Najma El kabouss,https://www.google.com/maps/contrib/102144780399026029986/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocLd5mW5t2SCLLCisTV_ugxpX2FT-uDM7CuPGz8P3YfVA25zhw=s128-c0x00000000-cc-rp-mo,5,il y a une semaine,"Très belle découverte ! Un cadre élégant et chaleureux dans le 8e, avec une ambiance conviviale. Le service est attentionné et rapide, Ilona  a bien pris soin de nous tout au long du service et les plats sont excellents, généreux et bien présentés. Je me suis régalée du début à la fin. Une adresse à recommander sans hésiter !",1755726434,2025-09-02T18:02:59.881139,google_places
ChIJR4kFR0xv5kcR-x6duNRh3uE,Sphère,Julien de Clercq,https://www.google.com/maps/contrib/103258421869048599494/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjWHsCO4ayfUaa2hKtLyah_wRnQiMWwt1o27rg_s3CVqvekkR124=s128-c0x00000000-cc-rp-mo,5,il y a 2 semaines,"Jérémy et Anis ont été super, très agréables, serviables et de très bon conseil, avec toutes les explications espérées. Accords mets et vins très bien conseillés. Nous avons été conquis, transportés par le menu. Merci au Chef !
Un premier soir au top pour Anis ! Ne changez rien 😉",1755469070,2025-09-02T18:02:59.881143,google_places
ChIJR4kFR0xv5kcR-x6duNRh3uE,Sphère,BABAULT Céline,https://www.google.com/maps/contrib/116460072379470015633/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocKqapB1UD9vUPVWGPOrE95H73ieczHr3Ljls76ypzbqUx9UdQ=s128-c0x00000000-cc-rp-mo,5,il y a 2 semaines,"Saveur des plats exceptionnelle, service  de qualité (Nathan).
Le menu prestige permet des découvrir la créativité du chef…à noter que le chef s’est adapté pour un menu total sans viande. Merci.",1755295444,2025-09-02T18:02:59.881148,google_places
ChIJqTQzIehv5kcRaF3hD1SzX5A,Le Cinq,Nicolas Costes,https://www.google.com/maps/contrib/117711987179017352065/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjXHy0g7ojPDr8cvPD7iOvIFDF_O5wqJ1E0XZ-J0HL8pLIx22sH_=s128-c0x00000000-cc-rp-mo-ba5,5,il y a 2 mois,"Si la perfection se cache quelque part, vous la trouverez sans doute au Cinq.
De l'accueil, aux plats en passant par le service, tout est très, très, agréable, raffiné et élégant.
Aucune fausse note pour ce lieu qui constitue une référence absolue à Paris, voire dans le monde. De la très haute gastronomie.
Félicitations.",1750885748,2025-09-02T18:02:59.881168,google_places
ChIJqTQzIehv5kcRaF3hD1SzX5A,Le Cinq,Stef Fl,https://www.google.com/maps/contrib/114064328116928652355/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocIJKMhvHh-5XjDMIQX0rN2F3g_OqGFjwd_O9yl_5jzLyfJLKGQ=s128-c0x00000000-cc-rp-mo-ba4,5,il y a 3 mois,"Tres beau souvenir en famille !
Merci Victorien pour tout l’accompagnement et l’excellent service !
Nous reviendrons !",1747558528,2025-09-02T18:02:59.881172,google_places
ChIJqTQzIehv5kcRaF3hD1SzX5A,Le Cinq,Marc FRANCESCHI,https://www.google.com/maps/contrib/113225214523005688561/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocKCzbxAZe1LqiCinuin0lUbeID7kv5dUXwlybFNXwuTieDrbg=s128-c0x00000000-cc-rp-mo-ba4,5,il y a un mois,"Magnifique endroit, pour un verre en amoureux tard le soir. Mille merci pour l'accueil",1753972103,2025-09-02T18:02:59.881176,google_places
ChIJqTQzIehv5kcRaF3hD1SzX5A,Le Cinq,Killian Claeyssen,https://www.google.com/maps/contrib/112357366512943909485/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjWnSpLkWSmrftszWRNGRf5esc0L6Lzgu7vySGHX5dH3YXdsLFT2-Q=s128-c0x00000000-cc-rp-mo-ba5,5,il y a 2 ans,"Une expérience extraordinaire ! Nous sommes allés prendre notre petit-déjeuner au cinq dans l'espoir de déguster l'un des meilleurs petit déjeuner de notre vie ! Tout simplement parfait ! Service d'excellentes mêlant élégance et Sympathie. Un buffet avec de bons produits, un chocolat chaud monumentale. Bravo.",1687684782,2025-09-02T18:02:59.881180,google_places
ChIJqTQzIehv5kcRaF3hD1SzX5A,Le Cinq,Augenblick Dimitri,https://www.google.com/maps/contrib/100999660902318494253/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjV6lJr7NnETsyCVkjW69XHlVsL1p3-Ondna8OmiQxNC6rNqqTwUOA=s128-c0x00000000-cc-rp-mo-ba3,5,il y a un an,"Le Cinq est un lieu mythique. Vous vous devez d’y aller une fois dans votre vie. Mais attention à votre budget! Il faut choisir entre une semaine de vacances au soleil ou dîner au Cinq.. Mais tout y est parfait, le service, les attentions, les plats, les saveurs, la découverte, l’expérience, une carte des vins à faire rougir les gouttes de Dieu, des sommeliers qui vous conseillent mais qui vous laissent tranquille également ! Des tenues du personnel adéquat, ni trop longues, ni trop courtes! Le Chef, Christian Le Squer 3 étoiles Michelin à une équipe digne de ce nom.",1724748046,2025-09-02T18:02:59.881185,google_places
ChIJf-oe7Wdu5kcRRto099RQ9Fc,Sacrée Fleur Montmartre,Malherbe Adrien,https://www.google.com/maps/contrib/117629533689402937015/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocK71wLxSUDc_UMsLBLTGCq1-2Wq6KXNYPnbo9RmNFn2LsiJng=s128-c0x00000000-cc-rp-mo-ba3,5,il y a 5 mois,"Un 100% de réussite tant sur le service que sur la cuisine. Nous avons été conseillé dans le choix des viandes en fonction de nos goûts et nous avons pas été déçu.
Tout est bien cuisiné que ce soit de la viande aux accompagnements.

Concernant l’ambiance on se sent comme à la maison grâce à la gentillesse des gestionnaires.",1741507808,2025-09-02T18:02:59.881203,google_places
ChIJf-oe7Wdu5kcRRto099RQ9Fc,Sacrée Fleur Montmartre,Joelle Jbeily,https://www.google.com/maps/contrib/106332309053372166136/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjUQYSc6kyaPDDb0xYVWsENA-6koyloVkxlSNfwlWHa4w0entEaT=s128-c0x00000000-cc-rp-mo-ba4,5,il y a un an,"J'ai récemment dîné dans ce restaurant et tout a été au-delà de mes attentes. Dès notre arrivée, nous avons été accueillis chaleureusement par une équipe de serveurs plus que sympathiques et serviables. L'un des moments forts de la soirée a été lorsque j'ai commandé des cuisses de grenouilles. Le serveur, très attentionné, m'a gentiment fait savoir que je pouvais les déguster avec les mains, sans aucune gêne, ce qui a vraiment ajouté à l'expérience conviviale.

L'atmosphère était très agréable, créant un cadre parfait pour passer une belle soirée. Malgré le fait que le restaurant était plein, le temps d'attente pour les entrées a été très raisonnable, moins de 10 minutes. Une fois les entrées terminées, le plat principal est arrivé sans aucune attente supplémentaire, juste le temps nécessaire pour mettre la table.

Malheureusement, après avoir dégusté ces délicieux plats, nous n'avions plus de place pour le dessert, ce qui nous donne une excellente raison de revenir !

En résumé, une expérience culinaire exceptionnelle avec un service impeccable et une ambiance chaleureuse. Je recommande vivement ce restaurant et j'y retournerai avec grand plaisir.",1722767494,2025-09-02T18:02:59.881207,google_places
ChIJf-oe7Wdu5kcRRto099RQ9Fc,Sacrée Fleur Montmartre,Oceane Vesin,https://www.google.com/maps/contrib/113652257338855954556/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjVrOAxKGFUaDReQl60CxAR35sFDFKerTJutU8onaBNe_BxLJKWw=s128-c0x00000000-cc-rp-mo-ba3,5,il y a 5 mois,"Viande sur pierre chaude savoureuse, frites maison au top, entrées excellentes et brioche perdue délicieuse. Service impeccable. Pensez à réserver, c’est souvent plein !",1742071618,2025-09-02T18:02:59.881211,google_places
ChIJf-oe7Wdu5kcRRto099RQ9Fc,Sacrée Fleur Montmartre,C&G,https://www.google.com/maps/contrib/110617427242863401815/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocJ3Up3t40jkeTGwCu5TaD9H8JJLEBV0hEczGqeBCv1N_rdilw=s128-c0x00000000-cc-rp-mo-ba3,5,il y a 3 semaines,"Petit par la taille mais grand en qualités ! Un serveur super sympathique et une cote bœuf exceptionnelle ! Nous étions 2 mais nous en avons dévoré une de 1.5 kg qui était prévu pour 3 🤩 Un régal !
Une référence dans le quartier Montmartre !",1754608085,2025-09-02T18:02:59.881215,google_places
ChIJf-oe7Wdu5kcRRto099RQ9Fc,Sacrée Fleur Montmartre,Adam Benali,https://www.google.com/maps/contrib/109694966650840526205/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocKYxkjMSpizzcNxWMy9lZKzd_rUam2Z1-V3dsGM99nkW1Ai6A=s128-c0x00000000-cc-rp-mo,2,il y a 3 mois,"Expérience décevante.

Le rapport qualité prix est vraiment mauvaise: 14€ pour un plateau de fromage avec 4 tranches de fromage, 20€ pour une tranche de foie gras avec quelques oignons confits et un peu de salade…

Le plus décevant est qu’en plus de ces prix excessifs, le goût n’était pas au rendez-vous…

Paradoxalement, le seul plat qui en valait la peine en termes de goût et de prix est le magret de canard.

En termes d’ambiance, la salle était bruyante et chaude.",1748793450,2025-09-02T18:02:59.881219,google_places
ChIJ05AX-wJu5kcR-2CTIOumOiw,Le Colimaçon,Filomena Forina,https://www.google.com/maps/contrib/100884395961329143163/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocIMUU4FA6hCq4RXoIMvwe9R76zJL-wwMYvqSeJlOhUFqhMf-gDS=s128-c0x00000000-cc-rp-mo-ba4,5,il y a 4 mois,Je sors d'un dîner dans cette pépite qui propose des plats de la tradition française servis avec grand soin pas une équipe gentille et souriante. Je conseille vivement le joue de veux.. une délice ! (C'était tellement gourmand que je l'ai pris en photo que à moitié repas 😅),1745706418,2025-09-02T18:02:59.881235,google_places
ChIJ05AX-wJu5kcR-2CTIOumOiw,Le Colimaçon,Zoé M.,https://www.google.com/maps/contrib/113617234589857736815/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocJgdDYEPJQR0GXQ0spFMTEJuHoxFMuJEPWfsXfbgGq7s0W616Y=s128-c0x00000000-cc-rp-mo-ba3,5,il y a 4 mois,"Tres bon je recommande.

L endroit est un peu à l etroit, il vaut mieux réserver avant sinon c est 10 à 15 min d attente.",1746014372,2025-09-02T18:02:59.881239,google_places
ChIJ05AX-wJu5kcR-2CTIOumOiw,Le Colimaçon,Raluca,https://www.google.com/maps/contrib/107746666640128968242/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjVF2XqL6iR_Drzz_0nxsY81fUin_4GSGeqSTpvG9GD7_N4pGCuf=s128-c0x00000000-cc-rp-mo-ba3,5,il y a un mois,"Une super découverte dans le Marais !
On a adoré notre déjeuner au Colimaçon. Les escargots étaient super savoureux. Le canard, parfaitement cuit, fondait en bouche. Ambiance chaleureuse, service très sympa et attentionné. Une adresse à garder pour un bon repas français sans chichi mais avec du goût !",1751805208,2025-09-02T18:02:59.881242,google_places
ChIJ05AX-wJu5kcR-2CTIOumOiw,Le Colimaçon,juliette soulier,https://www.google.com/maps/contrib/116449271192104741011/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocJJUOG8nRvuZOTC_-9yelcON8vufgIKK3gX4fz6_VAh_3RGfw=s128-c0x00000000-cc-rp-mo,5,il y a 12 mois,"C’est la troisième fois que l’on vient et c’est toujours aussi bon, agréable et authentique.
De la bonne cuisine française , servie généreusement pour un prix tout à fait correct 👍 !
Notre restaurant préféré à Paris et  on y habite depuis 8 ans 😉",1725692224,2025-09-02T18:02:59.881246,google_places
ChIJ05AX-wJu5kcR-2CTIOumOiw,Le Colimaçon,Benj LF,https://www.google.com/maps/contrib/112891614041070264904/reviews,fr,https://lh3.googleusercontent.com/a-/ALV-UjWtP705jzvatT5X9CJa4Hn9vQhY4znFoaInoPSqnNKdOeKeSLDhLg=s128-c0x00000000-cc-rp-mo-ba5,5,il y a 4 mois,"très bonne adresse. petit restaurant charmant, personne souriant, accueillant et arrangeant quand pas de réservation.  fréquenté par touristes américains
musique jazz, française et pop. entrée : soupe froide de betterave rafraîchissante,  joie de bœuf fondante!!!... et sa petite purée légèrement parfumées à la truffe (soyez plus généreux avec la purée, Messieurs). Je recommande.",1746027620,2025-09-02T18:02:59.881249,google_places
ChIJxYJUC2lv5kcRlhdpWba_aGU,Le Tout-Paris,Hélène Mao,https://www.google.com/maps/contrib/108572966137279312603/reviews,fr,https://lh3.googleusercontent.com/a/ACg8ocKtJIvGuB4odKFH6mk7GNKFyO5yRwNcnc9AWp638LItARxEeNU=s128-c0x00000000-cc-rp-mo-ba3,3,il y a 2 semaines,"Une expérience plutôt décevante venant d’un établissement de ce prestige là. Plusieurs problèmes rencontrées lors du brunch dominical à 160€ / personne… on a été installé à une table sous soleil tapant, j’étais devenue rouge écrevisse, heureusement qu’ils ont pu rattrapé le coup après mais un peu tardivement, l’effort a quand même été apprécié, puis des desserts manquants et remplacés sans nous avoir consulter car l’équipe de pâtisserie n’a pas prévue assez de desserts, on aurait aimé avoir les desserts prévu à la base que ceux qui ont été remplacés voire même d’autres desserts à la carte de NOTRE choix sinon, et une bougie d’anniversaire oublier alors que ça a été spécifiée plusieurs fois dans la demande de réservation donc surprise gâchée. Pour un palace parisien, j’en ressors très déçue, les plats ne reflètent pas le prestige du Cheval blanc, globalement pas assez recherché, présentation sous format bistrot, le prix payé ne vaut pas l’expérience reçu, malgré que la vue soit magnifique.",1755462772,2025-09-02T18:02:59.881269,google_places
